PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
31598076,15492509,2019,Breeding science,"High-resolution mapping of GRH6, a gene from Oryza nivara (Sharma et Shastry) conferring resistance to green rice leafhopper (Nephotettix cincticeps Uhler).",,"Another QTL, qGRH9 from Oryza glaberrima accession IRGC104038 has been located on the long arm of chromosome 9.Virulent biotypes of the brown planthopper (BPH; Nilaparvata lugens (Stal)) appeared after the release of modern improved rice cultivars carrying a single major gene for resistance to this insect pest.",,,,,,,
31464583,15194951,2019,BMC genomics,Combining next-generation sequencing and single-molecule sequencing to explore brown plant hopper responses to contrasting genotypes of japonica rice.,,"Overall, the current study results imply that BPH responses to rice resistance stress include nutrient transformation, oxidative decomposition, and detoxification of xenobiotics.The current study concluded that the first indications of the full diversity and complexity of BPH transcriptome at the isoform level and showed that analysis of the full-length transcripts can improve annotation of the reference genome.",,,,,,,
30734457,13639550,2019,Plant biotechnology journal,The OsmiR396-OsGRF8-OsF3H-flavonoid pathway mediates resistance to the brown planthopper in rice (Oryza sativa).,,"When the plants were treated with 0.2 or 0.4 mg/mL flavonoid for 3 days, they showed greater resistance to BPH than the untreated plants (Figure 2e), and accordingly, the survival rate of the flavonoid-treated plants increased (Figure 2f), indicating that the exogenously added flavonoids enhanced rice resistance to BPH.",,,,,,,
31165331,14518231,2019,"Rice (New York, N.Y.)",High-resolution mapping and breeding application of a novel brown planthopper resistance gene derived from wild rice (Oryza. rufipogon Griff).,,The survival rates of insects (%) were arcsine transformed prior to analysis.A previous study showed that wild rice accession GX2183 (O. rufipogon) contains other BPH resistance genes except for Bph27 (Huang et al.).,,,,,,,
30976994,14109444,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"Further analysis also showed that the concentration alterations of some secondary metabolites (such as fenazaquin, telmisartan and milbemectin A4) (Table S4) and precursor substances (such as putrescine, shikimic acid, cinnamic acid) were more acute and persistent in the resistant IR36 and IR56 cultivars (Fig. S3), suggesting that the secondary metabolism activation increased with BPH feeding in resistant IR36 and IR56 rice cultivars, which might contribute to higher resistance levels against BPH herbivores.",,,,,,,
30658570,13509550,2019,BMC plant biology,Proteomic analysis of the rice (Oryza officinalis) provides clues on molecular tagging of proteins for brown planthopper resistance.,,One recent study used a proteomics strategy for the investigation of response given by wild type IR64 and near-isogenic rice mutants with loss and gain of resistance during BPH invasion.,,,,,,,
30888525,13933874,2019,"Rice (New York, N.Y.)","Identification of spontaneous mutation for broad-spectrum brown planthopper resistance in a large, long-term fast neutron mutagenized rice population.",,"The M6 seeds of selected mutant lines were retrieved from the mutant seed bank, germinated, and tested for BPH resistance.The genomic sequence of LOC_Os04g12540 (OsLecRK1), LOC_Os04g12560 (OsLecRK2), and LOC_Os04g12580 (OsLecRK3) of rice cultivar Nipponbare were retrieved from the Rice Genome Annotation Project (http://rice.plantbiology.msu.edu).",,,,,,,
30888525,13933814,2019,"Rice (New York, N.Y.)","Identification of spontaneous mutation for broad-spectrum brown planthopper resistance in a large, long-term fast neutron mutagenized rice population.",,"Two major genomic regions associated with broad-spectrum BPH resistance were localized between 5.78-7.78 Mb (QBPH4.1) and 15.22-17.22 Mb (QBPH4.2), forming three linkage disequilibrium (LD) blocks on the rice chromosome 4.",,,,,,,
31611805,15525227,2019,Frontiers in physiology,Male Selenoprotein F-Like (SPF-L) Influences Female Reproduction and Population Growth in Nilaparvata lugens (Hemiptera: Delphacidae).,,"Some proteins responsible for these events have been identified from the accessory glands of Drosophila melanogaster.The brown planthopper (BPH), Nilaparvata lugens Stal (Hemiptera: Delphacidae) is a serious rice pest insect in Asia, with a history of devastating outbreaks.",,,,,,,
30796339,13751317,2019,Scientific reports,Epistatic interactions of major effect drought QTLs with genetic background loci determine grain yield of rice under drought stress.,,in context to rice NILs developed for brown planthopper (BPH) resistance having low recovery (82-89.5%) of recurrent parent genome IR24 even after three back crosses.Role of digenic interactions between DTY QTLs affecting the performance of one QTL over the other drought QTL has been well documented in various QTL mapping and marker-assisted drought breeding programme.,,,,,,,
30734457,13639610,2019,Plant biotechnology journal,The OsmiR396-OsGRF8-OsF3H-flavonoid pathway mediates resistance to the brown planthopper in rice (Oryza sativa).,,"A BPH infestation up-regulated the expression levels of some OsmiR396s (Figure 1a,b), and the induced OsmiR396s might function to break down the rice defence system, which would favour the invasion and growth of the BPH.",,,,,,,
30976994,14109449,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"Therefore, two downstream products of quercetin and spermidine, whose contents greatly changed at 24 h post-BPH feeding in three rice cultivars revealed by LC-MS results (Table S4), were further selected to study their biological function in different rice cultivars against BPH.Spermidine- or quercetin-supplemented food was shown to lower the fitness of BPH (Fig. 4), indicating that spermidine and quercetin were resistance-related metabolites in rice defence against BPH.",,,,,,,
31165331,14518293,2019,"Rice (New York, N.Y.)",High-resolution mapping and breeding application of a novel brown planthopper resistance gene derived from wild rice (Oryza. rufipogon Griff).,,"As a result, rice lines BR1658 and BR1660 carrying Bph36, Bph27, Bph29, Bph3, and Xa23 with an MH511 genetic background were found to be highly resistant to BPH with average resistance scores of 2.93 and 2.12 at the seedling stage, respectively.",,,,,,,
31242182,14687213,2019,PLoS genetics,miR-34 modulates wing polyphenism in planthopper.,,"These discoveries extend our understanding of the mechanism regulating insect polyphenism, and shed new lights on how environmental cues determine which alternative phenotypes are produced by a given genotype.Wild BPH populations were obtained from rice fields in Wuhan, Hubei Province, China, and raised on a BPH-susceptible rice variety Taichuang Native 1 (TN1) in the greenhouse.",,,,,,,
31226870,14652502,2019,International journal of molecular sciences,"OsMKK3, a Stress-Responsive Protein Kinase, Positively Regulates Rice Resistance to Nilaparvata lugens via Phytohormone Dynamics.",,"Additionally, BPH nymph survival rates on oe-MKK3 were decreased by about 10% in comparison with WILD, demonstrating that over-accumulation of OsMKK3 enhanced rice resistance to BPH (Figure 4E).Numerous reports have suggested that JA, JA-Ile, ABA, SA, ethylene, and H2O2 play vital roles in rice resistance to BPH.",,,,,,,
31502096,15274509,2019,"Rice (New York, N.Y.)",Improving rice blast resistance of Feng39S through molecular marker-assisted backcrossing.,,"Two typical examples for employing RICE6K and RiceSNP50 in BPH resistance involved 13 genes or QTLs transferred into cultivar 9311 through positive and negative selection (Xiao et al.) and wide-compatibility by stacking f5-n and S5-n loci to overcome sterility in indica-japonica hybrid rice (Mi et al. ), with reconstitution of the recurrent parent genome surpassing 99.5%.",,,,,,,
31086482,14349449,2019,Breeding science,Development of molecular marker and introgression of Bph3 into elite rice cultivars by marker-assisted selection.,,"In this study, we mapped a BPH resistance gene to a 50-kb genomic interval between two InDel markers 4M03980 and 4M04041 on the short arm of chromosome 4 in indica rice cultivar BP60, where the BPH resistance gene was mapped in Rathu Heenati by and named ""Bph3"".",,,,,,,
31086482,14349518,2019,Breeding science,Development of molecular marker and introgression of Bph3 into elite rice cultivars by marker-assisted selection.,,"One nucleotide mutation (A to C) on the IR intermediate reverse primer, and other 22 nucleotides are specific to Bph3 of BP60 cultivar, but the 3' end has mismatches with the nine other rice cultivars.",,,,,,,
30658494,13508128,2019,"Sensors (Basel, Switzerland)",Sensitivity of a Ratio Vegetation Index Derived from Hyperspectral Remote Sensing to the Brown Planthopper Stress on Rice Plants.,,"In summary, the spectral index RVI746/670 of rice is sensitive to damage caused by BPH.A slight change in physical structure or chemical substance of plant leaves would result in changes of their spectral characteristics, and therefore, the hyperspectral remote sensing end-products have the potential to reflect stresses imposed on crops.",,,,,,,
31234788,14673407,2019,BMC microbiology,A comparative study of microbial community and dynamics of Asaia in the brown planthopper from susceptible and resistant rice varieties.,,The detection of the PCR signal of the Asaia-specific gene in BPH-egg-infected rice but not in uninfected rice revealed that this bacterium might have an important role in the interaction between the BPH eggs and the host plant upon which they are laid.,,,,,,,
31726710,15820878,2019,"Plants (Basel, Switzerland)",The Development and Characterization of Near-Isogenic and Pyramided Lines Carrying Resistance Genes to Brown Planthopper with the Genetic Background of Japonica Rice (Oryza sativa L.).,,"In this study, seven NILs with BPH resistance genes (BPH2, BPH3, BPH17, BPH20, BPH21, BPH32 and BPH17-ptb) and a japonica rice genetic background were developed to evaluate the effects of different resistance genes on BPH populations.",,,,,,,
31165331,14518170,2019,"Rice (New York, N.Y.)",High-resolution mapping and breeding application of a novel brown planthopper resistance gene derived from wild rice (Oryza. rufipogon Griff).,,"We identified and finely mapped a new BPH resistance gene Bph36 flanked by InDel markers S13 and X48 on the short arm of rice chromosome 4 and incorporated this gene into the elite rice cultivars via MAS.RBPH16 and RBPH17, two introgression lines derived from O. rufipogon accession GX2183, are highly resistant to BPH and were used as the donor.",,,,,,,
31464583,15194918,2019,BMC genomics,Combining next-generation sequencing and single-molecule sequencing to explore brown plant hopper responses to contrasting genotypes of japonica rice.,,The current study combined next-generation and single-molecule sequencing to characterize the transcriptome of BPH biotype 1 and explore BPH responses to resistant rice plants.,,,,,,,
31836628,16113246,2019,Life science alliance,Metabolome-based prediction of yield heterosis contributes to the breeding of elite rice.,,"Surprisingly, the correlation coefficient between the observed and predicted values of BPH-YPP was as high as 0.62 (Fig 5B; P = 1.4 x 10-5), which further confirmed the accurate prediction of yield heterosis for hybrids under different growth conditions.Finally, we present a schematic diagram of Precision Breeding 1.0 for guiding the breeding of heterotic and climate-resilient rice based on metabolomics.",,,,,,,
30893760,13946157,2019,International journal of molecular sciences,"The Desaturase Gene Family is Crucially Required for Fatty Acid Metabolism and Survival of the Brown Planthopper, Nilaparvata lugens.",,"Besides its role as a vector of plant pathogens, e.g., rice ragged stunt virus (RRSV) and rice grassy stunt virus (RGSV), BPH extract nutrition from rice plants, which leads to yellowing and drying of the plant.",,,,,,,
30976994,14109406,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"In addition, compared to that in resistant rice cultivars, the concentrations of some intermediate metabolites in TCA recycling (such as citric acid, malic acid and alpha-ketoglutaric acid) were significantly decreased in susceptible TN1 after long-time (96 h) feeding (Fig. S3), suggesting that the energy supply, which was crucial for BPH defence, was suppressed in this susceptible rice cultivar.",,,,,,,
30976994,14109446,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"For example, the metabolisms in cyanoamino acids and lipids were exclusively induced in the IR36 rice cultivar during BPH infestation, while taurine, hypotaurine and thiamine were significantly elevated by BPH feeding in the IR56 rice cultivar (Table 1).",,,,,,,
31726710,15820848,2019,"Plants (Basel, Switzerland)",The Development and Characterization of Near-Isogenic and Pyramided Lines Carrying Resistance Genes to Brown Planthopper with the Genetic Background of Japonica Rice (Oryza sativa L.).,,"Host plant resistance is considered a potentially effective alternative to harmful insecticides, that reduces BPH damage without detrimental effects on the natural enemies of BPH.To date, more than 34 BPH resistance genes have been identified from rice cultivars and wild rice species.",,,,,,,
30658570,13509598,2019,BMC plant biology,Proteomic analysis of the rice (Oryza officinalis) provides clues on molecular tagging of proteins for brown planthopper resistance.,,"To help understand the inheritable resistance of rice against BPH, we identified 59 DEPs that accumulated in two resistant cultivars (HR and PR) after BPH infestation (Additional file 5: Table S5).",,,,,,,
30734457,13639479,2019,Plant biotechnology journal,The OsmiR396-OsGRF8-OsF3H-flavonoid pathway mediates resistance to the brown planthopper in rice (Oryza sativa).,,"By analysing 39 natural rice varieties, the elevated flavonoid contents were found to correlate with enhanced BPH resistance.",,,,,,,
31464583,15194893,2019,BMC genomics,Combining next-generation sequencing and single-molecule sequencing to explore brown plant hopper responses to contrasting genotypes of japonica rice.,,"Among these genes, 895 were up-regulated, and 998 were down-regulated in insects fed on Bph6-transgenic rice relative to those fed on Nipponbare (Additional file 17: Tables S13 and S14).",,,,,,,
31740845,15860085,2019,Nature ecology & evolution,Genomic basis of European ash tree resistance to ash dieback fungus.,,This gene is found on Contig 332 between two G-type lectin S-receptor-like serine/threonine-protein kinase LECRK3 genes (FRAEX38873_v2_000180940 and FRAEX38873_v2_000180960) whose putative homologs are involved in brown planthopper resistance in rice.A further 24 genes contain significant (p < 1 x 10-13) SNPs encoding variants that are transcribed but not translated (Table 1) and may therefore affect expression of these genes.,,,,,,,
30692583,13570412,2019,Scientific reports,A Disease Resistance Elicitor Laminarin Enhances Tea Defense against a Piercing Herbivore Empoasca (Matsumurasca) onukii Matsuda.,,Hao et al. found that callose deposition could be induced by BPH infestation in the sieve tubes where the stylet was inserted in rice.,,,,,,,
30658570,13509544,2019,BMC plant biology,Proteomic analysis of the rice (Oryza officinalis) provides clues on molecular tagging of proteins for brown planthopper resistance.,,Analysis of global changes in genes and proteins expression is an approach to learn about the molecular responses happening rice cultivars during BPH stress.,,,,,,,
31226870,14652571,2019,International journal of molecular sciences,"OsMKK3, a Stress-Responsive Protein Kinase, Positively Regulates Rice Resistance to Nilaparvata lugens via Phytohormone Dynamics.",,"Four days later, plants were used for experiments.A BPH colony was collected from rice fields in Zhejiang province and reared on BPH-susceptible rice variety TN1 under favorable conditions (28 +- 2  C, 14-h light phase, 55-65% RH).PCR was used to amplify the cDNA of OsMKK3.",,,,,,,
31885402,16235593,2019,Euphytica: Netherlands journal of plant breeding,"Identification of a novel locus, BPH38(t), conferring resistance to brown planthopper (Nilaparvata lugens Stal.) using early backcross population in rice (Oryza sativa L.).",,Xa27(t) was transferred from tetraploid wild rice Oryza minuta into cultivated O. sativa and is being used in several BB resistance breeding programs (Gu et al. ).The bioassay was conducted using the BPH colony collected from Laguna Province of the Philippines popularly called the Laguna colony.,,,,,,,
30888525,13933611,2019,"Rice (New York, N.Y.)","Identification of spontaneous mutation for broad-spectrum brown planthopper resistance in a large, long-term fast neutron mutagenized rice population.",,The development of rice varieties with broad-spectrum resistance to insect pests is the most promising approach for controlling a fast evolving insect pest such as the brown planthopper (BPH).,,,,,,,
30291858,13408260,2019,Journal of insect physiology,Metabolic responses of brown planthoppers to IR56 resistant rice cultivar containing multiple resistance genes.,,"Although resistant rice cultivars have been widely applied to control BPH, little is known regarding the impact of the ingestion of resistant plant phloem on the BPH physiological metabolism.",,,,,,,
31226870,14652513,2019,International journal of molecular sciences,"OsMKK3, a Stress-Responsive Protein Kinase, Positively Regulates Rice Resistance to Nilaparvata lugens via Phytohormone Dynamics.",,"These results imply that the OsMKK3 overexpression mediating rice defense against BPH infestation was JA-, JA-Ile-, and ABA signal pathway-dependent.",,,,,,,
31575938,15449360,2019,Scientific reports,Phenotypic and transcriptomic responses of two Nilaparvata lugens populations to the Mudgo rice containing Bph1.,,"Further, replacing the TN1 rice (susceptible to BPH) with the resistant rice variety B5 (carrying Bph14 and Bph15) during the BPH feedings resulted in the upregulated expression of triacylglycerol lipase, ribonucleoside hydrolase genes, and genes involved in the trehalose synthesis.",,,,,,,
31726710,15820980,2019,"Plants (Basel, Switzerland)",The Development and Characterization of Near-Isogenic and Pyramided Lines Carrying Resistance Genes to Brown Planthopper with the Genetic Background of Japonica Rice (Oryza sativa L.).,,"In further research, ensuring that flanking markers are tightly linked to target genes will avoid linkage drag from donors through MAS and backcrossing.An improvement of rice resistance levels against BPH is necessary since many genes have become less effective against BPH across Asia.",,,,,,,
30888525,13933628,2019,"Rice (New York, N.Y.)","Identification of spontaneous mutation for broad-spectrum brown planthopper resistance in a large, long-term fast neutron mutagenized rice population.",,"Four allelotypes of this locus, including BPH1/9-1, - 2, - 7, and - 9, have been identified from eight rice varieties.",,,,,,,
31726710,15820839,2019,"Plants (Basel, Switzerland)",The Development and Characterization of Near-Isogenic and Pyramided Lines Carrying Resistance Genes to Brown Planthopper with the Genetic Background of Japonica Rice (Oryza sativa L.).,,"To survey BPH virulence patterns, seven near-isogenic lines (NILs), each with a single BPH resistance gene (BPH2-NIL, BPH3-NIL, BPH17-NIL, BPH20-NIL, BPH21-NIL, BPH32-NIL and BPH17-ptb-NIL) and fifteen pyramided lines (PYLs) carrying multiple resistance genes were developed with the genetic background of the japonica rice variety, Taichung 65 (T65), and assessed for resistance levels against two BPH populations (Hadano-66 and Koshi-2013 collected in Japan in 1966 and 2013, respectively).",,,,,,,
31226870,14652488,2019,International journal of molecular sciences,"OsMKK3, a Stress-Responsive Protein Kinase, Positively Regulates Rice Resistance to Nilaparvata lugens via Phytohormone Dynamics.",,"These data demonstrated that OsMKK3 might regulate rice defense in the case of BPH infestation.The differences recorded in relative expression level of OsMKK3 against JA, SA, wounding, and BPH treatments prompted us to thoroughly investigate its role in rice defense.",,,,,,,
30658494,13508230,2019,"Sensors (Basel, Switzerland)",Sensitivity of a Ratio Vegetation Index Derived from Hyperspectral Remote Sensing to the Brown Planthopper Stress on Rice Plants.,,"These results showed that rice plants fed by a small amount of BPH nymphs for a short time (two-four days) would increase the ratio vegetation index (Figure 3a), but if the number of BPH was large, the index decreased fast.",,,,,,,
31086482,14349453,2019,Breeding science,Development of molecular marker and introgression of Bph3 into elite rice cultivars by marker-assisted selection.,,"Therefore, developing molecular markers for the BPH resistance gene Bph3 and using them for molecular breeding will facilitate the creation of BPH-resistance rice cultivars to reduce damage caused by BPH.The brown planthopper (BPH, Nilaparvata lugens Stal) is one of the most destructive insect pests of rice plants in Asia.",,,,,,,
31885402,16235484,2019,Euphytica: Netherlands journal of plant breeding,"Identification of a novel locus, BPH38(t), conferring resistance to brown planthopper (Nilaparvata lugens Stal.) using early backcross population in rice (Oryza sativa L.).",,"BPH causes significant damage to the rice crop by sucking sap from the xylem and phloem tissues, which ultimately leads to ""hopperburn"" and, hence, eventually complete yield loss.",,,,,,,
31226870,14652484,2019,International journal of molecular sciences,"OsMKK3, a Stress-Responsive Protein Kinase, Positively Regulates Rice Resistance to Nilaparvata lugens via Phytohormone Dynamics.",,"Taken together, our data suggest that OsMKK3 plays a positive role of rice immune responses elicited by BPH.qRT-PCR analysis revealed significant differences in expression levels of OsMKK3 in response to mechanical wounding, BPH infestation, and MeJA and SA treatments.",,,,,,,
30791475,13735040,2019,Insects,Influence of Abscisic Acid-Biosynthesis Inhibitor Fluridone on the Feeding Behavior and Fecundity of Nilaparvata lugens.,,"FLU is an ABA inhibitor and we hoped to observe the feeding behavior of BPH under the same conditions in order to further explore the role of ABA in rice resistance to BPH, so we used almost the same concentrations (15, 30 and 60 mumol/L) of FLU.",,,,,,,
30888525,13933841,2019,"Rice (New York, N.Y.)","Identification of spontaneous mutation for broad-spectrum brown planthopper resistance in a large, long-term fast neutron mutagenized rice population.",,"The M5 mutants that showed the same alleles as RH for these markers were selected, and M6 families derived from these M5 mutants were used for the BPH infestation test.Six local BPH populations collected from six critical rice-growing provinces in Thailand (HTL, KPP, Nan [NAN], PSL, TPY, and UBN) were used for BPH damage screening of BILs while three BPH population (CNT, TPY, and UBN) were used to evaluate the selected mutants using a modified standard seedbox screening method (SSBS) (Heinrichs et al. ).The BILs and candidate mutant lines were assessed for BPH resistance at the seedling stage.",,,,,,,
31086482,14349462,2019,Breeding science,Development of molecular marker and introgression of Bph3 into elite rice cultivars by marker-assisted selection.,,"Some BPH resistance genes that are tightly linked in the same chromosomal regions might be allelic, but have either the same function or interaction with each other resulting in a gain of function for BPH resistance in rice plants.",,,,,,,
31575938,15449382,2019,Scientific reports,Phenotypic and transcriptomic responses of two Nilaparvata lugens populations to the Mudgo rice containing Bph1.,,"These results indicated that infestation of the avirulent TN1-BPH on the Bph1-harboring Mudgo rice significantly reduced the BPH feeding and performance.To evaluate the effects of the rice-BPH interactions on the glucose metabolism, the trehalose, glucose and glycogen contents were determined in the TN1-BPH and Mudgo-BPH fed on the Mudgo rice.",,,,,,,
30888525,13933625,2019,"Rice (New York, N.Y.)","Identification of spontaneous mutation for broad-spectrum brown planthopper resistance in a large, long-term fast neutron mutagenized rice population.",,"Therefore, the best approach to prolong BPH resistance is to develop rice cultivars with durable resistance against multiple BPH biotypes.",,,,,,,
31700122,15768291,2019,Scientific reports,Comparison of upper sublethal and lethal temperatures in three species of rice planthoppers.,,"It can be expected that the heat-tolerant insect pest species will better adapt to temperature increases associated with global warming in the future.Stock culture of the planthoppers (SBPH, BPH and WBPH) were established from samples collected from Zhengzhou (N34 53'35.70'', E113 38'8.53''; SBPH) and Xing'An (N25 36'13.10'', E110 41'17.30''; BPH and WBPH), China and reared on potted rice seedlings (var. Taichong1) at tillering stage in insect-proof cages.",,,,,,,
30658570,13509542,2019,BMC plant biology,Proteomic analysis of the rice (Oryza officinalis) provides clues on molecular tagging of proteins for brown planthopper resistance.,,"However, it has been quite hard to identify exact roles played by QTLs in the resistance mechanisms against BPH owing to the genomic complexity of the rice cultivars.",,,,,,,
30976994,14109466,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"Although previous research suggested that the resistance of IR56 to BPH was stronger than that of IR36 (Zheng et al. ), the decrease in spermidine and quercetin levels was more obvious in IR56 rice variety (Fig.",,,,,,,
30658570,13509586,2019,BMC plant biology,Proteomic analysis of the rice (Oryza officinalis) provides clues on molecular tagging of proteins for brown planthopper resistance.,,"BPH invasion usually enhances the production of ethylene (Et), salicylic acid (SA), and jasmonic acid (JA) in rice.",,,,,,,
30602493,13431188,2019,Plant physiology,A Group D MAPK Protects Plants from Autotoxicity by Suppressing Herbivore-Induced Defense Signaling.,,"Expression silencing of OsMAPK20-5 (irMAPK) increased the accumulation of ethylene and nitric oxide (NO) after gravid female BPH infestation, and thereby increased rice plant resistance to BPH adults and oviposited eggs.",,,,,,,
31597380,15490604,2019,Insects,"Effects of Insecticide Stress on Expression of NlABCG Transporter Gene in the Brown Planthopper, Nilaparvata lugens.",,"In this study, we aimed to demonstrate the role of ABCG transporter genes in the response to insecticide stress, and to lay a foundation for understanding the molecular mechanism of resistance of BPH.Nilaparvata lugens individuals were collected from a rice field in Huaxi, Guiyang, Guizhou, China (26 31'302'' N, 106 62'294'' E) in 2013 and maintained in a laboratory on rice (TN1) seedlings at a temperature of 25 +- 1  C and relative humidity of 70 +- 10% under a 16:8 h (L:D) photoperiod without exposure to insecticides.",,,,,,,
31885402,16235471,2019,Euphytica: Netherlands journal of plant breeding,"Identification of a novel locus, BPH38(t), conferring resistance to brown planthopper (Nilaparvata lugens Stal.) using early backcross population in rice (Oryza sativa L.).",,Brown planthopper (BPH) is a major insect pest of rice that causes 20-80% yield loss through direct and indirect damage.,,,,,,,
31165331,14518308,2019,"Rice (New York, N.Y.)",High-resolution mapping and breeding application of a novel brown planthopper resistance gene derived from wild rice (Oryza. rufipogon Griff).,,"Rice chromosomes 4 and 12 have been considered as the mainframe of BPH resistance genes (Jena and Kim; Fujita et al. ; Hu et al.,).",,,,,,,
31726710,15821008,2019,"Plants (Basel, Switzerland)",The Development and Characterization of Near-Isogenic and Pyramided Lines Carrying Resistance Genes to Brown Planthopper with the Genetic Background of Japonica Rice (Oryza sativa L.).,,"IR71033-121-15 contains two BPH resistance genes, BPH20 and BPH21, from the wild rice species O. minuta (Accession number: IRGC101141).",,,,,,,
31086482,14349532,2019,Breeding science,Development of molecular marker and introgression of Bph3 into elite rice cultivars by marker-assisted selection.,,"The Bph3 locus has been reported to map on rice chromosome 4, 6, 7 and 10, and was even cloned from rice chromosome 4 in rice cultivar RH.",,,,,,,
30976994,14109439,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"In current study, although short-time (24 h) feeding by BPH caused notable reductions in the concentrations of most sugars (such as, glucose, fructose and maltose) in all three rice cultivars, most sugars levels recovered in IR36- and IR56-resistant rice cultivars at 96 h post BPH feeding, indicating the physiological adjustment ability in sugar metabolism was stronger in resistant rice cultivars IR36 and IR56 than in the susceptible TN1 variety.",,,,,,,
31726710,15820858,2019,"Plants (Basel, Switzerland)",The Development and Characterization of Near-Isogenic and Pyramided Lines Carrying Resistance Genes to Brown Planthopper with the Genetic Background of Japonica Rice (Oryza sativa L.).,,A number of highly resistant rice breeding lines and varieties contain several genes with resistance to BPH and other phloem feeding Hemiptera.,,,,,,,
30658494,13508197,2019,"Sensors (Basel, Switzerland)",Sensitivity of a Ratio Vegetation Index Derived from Hyperspectral Remote Sensing to the Brown Planthopper Stress on Rice Plants.,,The RVI746/670 is sensitive to the population size of BPHs on rice plants.The RVI746/670 from a rice plant decreased as the exposure day to 6 and 8 BPH nymphs extended from two to eight days (Figure 8).,,,,,,,
31086482,14349457,2019,Breeding science,Development of molecular marker and introgression of Bph3 into elite rice cultivars by marker-assisted selection.,,The application of BPH resistance genes in rice breeding has generally been considered to be one of the most economical and environmentally sound strategies for BPH pest control.,,,,,,,
31464583,15194943,2019,BMC genomics,Combining next-generation sequencing and single-molecule sequencing to explore brown plant hopper responses to contrasting genotypes of japonica rice.,,"Thus, the down-regulation of DEGs involved in cell proliferation observed when BPH fed on resistant rice may relate to nutrient deficiency resulted from resistant stress.In response to attacks by herbivorous insects that minimize damage, plants defense against insects involve activation of both chemical and physical feeding deterrents that lead to insects starvation.",,,,,,,
29633905,13403424,2019,Journal of biomolecular structure & dynamics,"Insights into the structure-function relationship of brown plant hopper resistance protein, Bph14 of rice plant: a computational structural biology approach.",,"Insights into the structure-function relationship of brown plant hopper resistance protein, Bph14 of rice plant: a computational structural biology approach.",,,,,,,
31464583,15194956,2019,BMC genomics,Combining next-generation sequencing and single-molecule sequencing to explore brown plant hopper responses to contrasting genotypes of japonica rice.,,"Newly emerged BPH female adults (about 16-17 days old) were used in experiments.Susceptible wild type Taichung Native1 (TN1, IRRI Acc. No. 00105) and Nipponbare (IRGC Acc. No. 136196) rice seeds used in this study, and the seeds of Bph6 carrying rice cultivar Swarnalata (IRRI Acc. No. 33964) were obtained from International Rice Research Institute.The Bph6-transgenic line was maintained as previous protocol by Guo and coworkers.",,,,,,,
30658494,13508193,2019,"Sensors (Basel, Switzerland)",Sensitivity of a Ratio Vegetation Index Derived from Hyperspectral Remote Sensing to the Brown Planthopper Stress on Rice Plants.,,More BPH and longer exposure day would generate the lowest RVI760/674 of rice.,,,,,,,
31226870,14652453,2019,International journal of molecular sciences,"OsMKK3, a Stress-Responsive Protein Kinase, Positively Regulates Rice Resistance to Nilaparvata lugens via Phytohormone Dynamics.",,"The over-expression of OsMKK3 (oe-MKK3) increased levels of jasmonic acid (JA), jasmonoyl-L-isoleucine (JA-Ile), and abscisic acid (ABA), and decreased SA levels in rice after BPH attack.",,,,,,,
30976994,14109388,2019,Metabolomics : Official journal of the Metabolomic Society,Comparative metabolomics analysis of different resistant rice varieties in response to the brown planthopper Nilaparvata lugens Hemiptera: Delphacidae.,,"Next, the variable importance in projection (VIP) value was calculated to assess the contribution of each differential metabolite in representing the difference of rice resistance, by comparing the metabolite profiling of resistant rice (IR36 or IR56) and susceptible TN1 samples at the same time point post BPH-feeding.",,,,,,,
30893760,13946192,2019,International journal of molecular sciences,"The Desaturase Gene Family is Crucially Required for Fatty Acid Metabolism and Survival of the Brown Planthopper, Nilaparvata lugens.",,"Nlug-Cytb5r had a relatively high expression level in the head (Figure 5 and Table S4).To test for variation in expression of Nlug-desat genes with host variety, we compared the transcript levels of 10 Nlug-desat genes in 4-d-old female adults from populations of BPH reared on TN1 rice vs. Babawee rice using qRT-PCR methods.",,,,,,,
